495712234 | 1992 | MFGR#121
424666501 | 1992 | MFGR#1210
483758869 | 1992 | MFGR#1211
518605237 | 1992 | MFGR#1212
505319855 | 1992 | MFGR#1213
503287107 | 1992 | MFGR#1214
525743371 | 1992 | MFGR#1215
493479232 | 1992 | MFGR#1216
672420718 | 1992 | MFGR#1217
472450658 | 1992 | MFGR#1218
466458030 | 1992 | MFGR#1219
611241910 | 1992 | MFGR#122
399376724 | 1992 | MFGR#1220
477974217 | 1992 | MFGR#1221
545198257 | 1992 | MFGR#1222
448380060 | 1992 | MFGR#1223
532323594 | 1992 | MFGR#1224
482963307 | 1992 | MFGR#1225
514758769 | 1992 | MFGR#1226
462860196 | 1992 | MFGR#1227
451394697 | 1992 | MFGR#1228
481809955 | 1992 | MFGR#1229
638700311 | 1992 | MFGR#123
448091175 | 1992 | MFGR#1230
426198854 | 1992 | MFGR#1231
538544534 | 1992 | MFGR#1232
514356990 | 1992 | MFGR#1233
472962816 | 1992 | MFGR#1234
483631037 | 1992 | MFGR#1235
465770160 | 1992 | MFGR#1236
462016517 | 1992 | MFGR#1237
435550267 | 1992 | MFGR#1238
441274659 | 1992 | MFGR#1239
485456639 | 1992 | MFGR#124
631406850 | 1992 | MFGR#1240
500467369 | 1992 | MFGR#125
469689446 | 1992 | MFGR#126
474488410 | 1992 | MFGR#127
469840777 | 1992 | MFGR#128
517156108 | 1992 | MFGR#129
523930424 | 1993 | MFGR#121
554798118 | 1993 | MFGR#1210
470798316 | 1993 | MFGR#1211
468026840 | 1993 | MFGR#1212
426102283 | 1993 | MFGR#1213
502580336 | 1993 | MFGR#1214
530865739 | 1993 | MFGR#1215
490528241 | 1993 | MFGR#1216
506456402 | 1993 | MFGR#1217
472979938 | 1993 | MFGR#1218
456087571 | 1993 | MFGR#1219
668258505 | 1993 | MFGR#122
387689985 | 1993 | MFGR#1220
383128534 | 1993 | MFGR#1221
508186291 | 1993 | MFGR#1222
481206139 | 1993 | MFGR#1223
647308279 | 1993 | MFGR#1224
421038991 | 1993 | MFGR#1225
546838925 | 1993 | MFGR#1226
480928613 | 1993 | MFGR#1227
562975928 | 1993 | MFGR#1228
473514217 | 1993 | MFGR#1229
548977176 | 1993 | MFGR#123
525652912 | 1993 | MFGR#1230
425837181 | 1993 | MFGR#1231
557838682 | 1993 | MFGR#1232
484441898 | 1993 | MFGR#1233
602065201 | 1993 | MFGR#1234
508340662 | 1993 | MFGR#1235
405551328 | 1993 | MFGR#1236
440098358 | 1993 | MFGR#1237
410268720 | 1993 | MFGR#1238
518072052 | 1993 | MFGR#1239
532825483 | 1993 | MFGR#124
566433787 | 1993 | MFGR#1240
485496763 | 1993 | MFGR#125
517186295 | 1993 | MFGR#126
534395381 | 1993 | MFGR#127
575383708 | 1993 | MFGR#128
455150181 | 1993 | MFGR#129
509434345 | 1994 | MFGR#121
578484743 | 1994 | MFGR#1210
493151620 | 1994 | MFGR#1211
534603109 | 1994 | MFGR#1212
419394806 | 1994 | MFGR#1213
496721230 | 1994 | MFGR#1214
500384683 | 1994 | MFGR#1215
501180351 | 1994 | MFGR#1216
555465782 | 1994 | MFGR#1217
443107189 | 1994 | MFGR#1218
428531840 | 1994 | MFGR#1219
464228397 | 1994 | MFGR#122
435446283 | 1994 | MFGR#1220
475076109 | 1994 | MFGR#1221
442345052 | 1994 | MFGR#1222
382230639 | 1994 | MFGR#1223
609338023 | 1994 | MFGR#1224
422483406 | 1994 | MFGR#1225
436800588 | 1994 | MFGR#1226
412442408 | 1994 | MFGR#1227
380626444 | 1994 | MFGR#1228
502443984 | 1994 | MFGR#1229
476774639 | 1994 | MFGR#123
443798449 | 1994 | MFGR#1230
420872786 | 1994 | MFGR#1231
444272961 | 1994 | MFGR#1232
481924686 | 1994 | MFGR#1233
515816530 | 1994 | MFGR#1234
475909327 | 1994 | MFGR#1235
512629236 | 1994 | MFGR#1236
514957146 | 1994 | MFGR#1237
423228239 | 1994 | MFGR#1238
452658947 | 1994 | MFGR#1239
522696825 | 1994 | MFGR#124
625131054 | 1994 | MFGR#1240
410073110 | 1994 | MFGR#125
512703672 | 1994 | MFGR#126
645735125 | 1994 | MFGR#127
452159588 | 1994 | MFGR#128
419993262 | 1994 | MFGR#129
460365081 | 1995 | MFGR#121
393047369 | 1995 | MFGR#1210
500875776 | 1995 | MFGR#1211
495602495 | 1995 | MFGR#1212
405716949 | 1995 | MFGR#1213
445125969 | 1995 | MFGR#1214
413879814 | 1995 | MFGR#1215
558312335 | 1995 | MFGR#1216
639787359 | 1995 | MFGR#1217
531395405 | 1995 | MFGR#1218
401379055 | 1995 | MFGR#1219
430899812 | 1995 | MFGR#122
458389852 | 1995 | MFGR#1220
416586242 | 1995 | MFGR#1221
567628254 | 1995 | MFGR#1222
481715010 | 1995 | MFGR#1223
511528431 | 1995 | MFGR#1224
459086236 | 1995 | MFGR#1225
509617847 | 1995 | MFGR#1226
458697716 | 1995 | MFGR#1227
514993974 | 1995 | MFGR#1228
533155552 | 1995 | MFGR#1229
566431817 | 1995 | MFGR#123
433643735 | 1995 | MFGR#1230
484667893 | 1995 | MFGR#1231
607713427 | 1995 | MFGR#1232
443381178 | 1995 | MFGR#1233
496277690 | 1995 | MFGR#1234
542095861 | 1995 | MFGR#1235
498025974 | 1995 | MFGR#1236
494700619 | 1995 | MFGR#1237
368194791 | 1995 | MFGR#1238
473709857 | 1995 | MFGR#1239
444753264 | 1995 | MFGR#124
655904240 | 1995 | MFGR#1240
313720459 | 1995 | MFGR#125
413132417 | 1995 | MFGR#126
559017069 | 1995 | MFGR#127
468769884 | 1995 | MFGR#128
435625780 | 1995 | MFGR#129
510671083 | 1996 | MFGR#121
500878267 | 1996 | MFGR#1210
572964795 | 1996 | MFGR#1211
421468367 | 1996 | MFGR#1212
463172155 | 1996 | MFGR#1213
467772802 | 1996 | MFGR#1214
491601261 | 1996 | MFGR#1215
524054239 | 1996 | MFGR#1216
580047140 | 1996 | MFGR#1217
400687772 | 1996 | MFGR#1218
463572880 | 1996 | MFGR#1219
521447888 | 1996 | MFGR#122
491913947 | 1996 | MFGR#1220
462978930 | 1996 | MFGR#1221
397696354 | 1996 | MFGR#1222
503183081 | 1996 | MFGR#1223
661595263 | 1996 | MFGR#1224
534106244 | 1996 | MFGR#1225
577113050 | 1996 | MFGR#1226
433949887 | 1996 | MFGR#1227
489176451 | 1996 | MFGR#1228
509100168 | 1996 | MFGR#1229
426986581 | 1996 | MFGR#123
469345184 | 1996 | MFGR#1230
434749362 | 1996 | MFGR#1231
561497132 | 1996 | MFGR#1232
421472766 | 1996 | MFGR#1233
589038234 | 1996 | MFGR#1234
516541965 | 1996 | MFGR#1235
482932391 | 1996 | MFGR#1236
451801378 | 1996 | MFGR#1237
390266665 | 1996 | MFGR#1238
461112885 | 1996 | MFGR#1239
526306024 | 1996 | MFGR#124
664899311 | 1996 | MFGR#1240
421222244 | 1996 | MFGR#125
485840265 | 1996 | MFGR#126
436806923 | 1996 | MFGR#127
438701810 | 1996 | MFGR#128
411789022 | 1996 | MFGR#129
485688691 | 1997 | MFGR#121
529210803 | 1997 | MFGR#1210
463047519 | 1997 | MFGR#1211
524730166 | 1997 | MFGR#1212
496079180 | 1997 | MFGR#1213
448018976 | 1997 | MFGR#1214
524278473 | 1997 | MFGR#1215
524120632 | 1997 | MFGR#1216
552806085 | 1997 | MFGR#1217
502690554 | 1997 | MFGR#1218
443803198 | 1997 | MFGR#1219
481009535 | 1997 | MFGR#122
431792419 | 1997 | MFGR#1220
461631318 | 1997 | MFGR#1221
482616718 | 1997 | MFGR#1222
377735910 | 1997 | MFGR#1223
596402560 | 1997 | MFGR#1224
446292439 | 1997 | MFGR#1225
511441419 | 1997 | MFGR#1226
462377360 | 1997 | MFGR#1227
447184297 | 1997 | MFGR#1228
488416493 | 1997 | MFGR#1229
463327528 | 1997 | MFGR#123
566426831 | 1997 | MFGR#1230
517861483 | 1997 | MFGR#1231
608063806 | 1997 | MFGR#1232
507394590 | 1997 | MFGR#1233
549148510 | 1997 | MFGR#1234
444583599 | 1997 | MFGR#1235
423971962 | 1997 | MFGR#1236
549714861 | 1997 | MFGR#1237
382658499 | 1997 | MFGR#1238
575666080 | 1997 | MFGR#1239
404841152 | 1997 | MFGR#124
495814692 | 1997 | MFGR#1240
410545246 | 1997 | MFGR#125
510554175 | 1997 | MFGR#126
507917040 | 1997 | MFGR#127
463024999 | 1997 | MFGR#128
492792749 | 1997 | MFGR#129
295962303 | 1998 | MFGR#121
279062899 | 1998 | MFGR#1210
279692993 | 1998 | MFGR#1211
334598100 | 1998 | MFGR#1212
180716668 | 1998 | MFGR#1213
247796326 | 1998 | MFGR#1214
299287304 | 1998 | MFGR#1215
268254547 | 1998 | MFGR#1216
298659520 | 1998 | MFGR#1217
303296799 | 1998 | MFGR#1218
252514140 | 1998 | MFGR#1219
287769135 | 1998 | MFGR#122
256929194 | 1998 | MFGR#1220
221755703 | 1998 | MFGR#1221
247981425 | 1998 | MFGR#1222
284216029 | 1998 | MFGR#1223
321084891 | 1998 | MFGR#1224
282888203 | 1998 | MFGR#1225
317234643 | 1998 | MFGR#1226
222943011 | 1998 | MFGR#1227
239535485 | 1998 | MFGR#1228
294532371 | 1998 | MFGR#1229
300189290 | 1998 | MFGR#123
286962109 | 1998 | MFGR#1230
269110484 | 1998 | MFGR#1231
309873598 | 1998 | MFGR#1232
248986799 | 1998 | MFGR#1233
389425376 | 1998 | MFGR#1234
308393835 | 1998 | MFGR#1235
253911371 | 1998 | MFGR#1236
257296024 | 1998 | MFGR#1237
172106636 | 1998 | MFGR#1238
323963623 | 1998 | MFGR#1239
247765694 | 1998 | MFGR#124
281516589 | 1998 | MFGR#1240
244604756 | 1998 | MFGR#125
190768047 | 1998 | MFGR#126
296829333 | 1998 | MFGR#127
254209928 | 1998 | MFGR#128
250578594 | 1998 | MFGR#129
